Region Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Borneo,4,2020,1255,201.1253404,623989,1255
West Papua,3,2020,1095,123.776506,884659,1095
North Maluku,4,2020,5768,193.8075009,2976149,5768
Riau,3,2020,49583,254.8787854,19453561,49583
Java,4,2019,730,126.1319478,578759,730
West Sumatra,3,2020,12587,186.9665856,6732219,12587
Bangka Belitung,4,2018,10914,180.5255984,6045680,10914
West Kalimantan,3,2021,2096,196.1118212,1068778,2096
West Sulawesi,3,2019,20803,198.3489072,10488084,20803
North Sumatra,1,2021,4438,248.3401555,1787065,4438
Maluku,3,2020,2990,211.1772816,1415872,2990
Bali,2,2019,1234,168.6840864,731545,1234
Central Papua,1,2018,3357,160.0988922,2096829,3357
Jakarta,2,2019,53560,249.3745035,21477737,53560
West Papua,1,2020,23369,220.1004895,10617423,23369
West Papua,1,2020,914,103.3166452,884659,914
Yogyakarta,3,2021,3594,369.0832686,973764,3594
Bali,4,2020,18160,265.9179573,6829174,18160
Sulawesi,1,2022,19714,230.96428,8535519,19714
Bali,4,2021,1378,188.3684531,731545,1378
Puerto Rico,3,2021,1925,60.27502948,3193694,1925
Java,1,2019,746,128.8964837,578759,746
West Sulawesi,1,2019,18425,175.6755571,10488084,18425
Bali,1,2021,2665,364.29748,731545,2665
Maluku,1,2019,1718,121.3386521,1415872,1718
North Kalimantan,2,2021,17964,260.6310073,6892503,17964
Puerto Rico,4,2019,1057,33.09647073,3193694,1057
Yogyakarta,4,2018,2048,210.3179004,973764,2048
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
District of Columbia,1,2020,1942,275.1686506,705749,1942
Java,2,2019,813,140.4729775,578759,813
East Kalimantan,2,2019,7045,157.6883536,4467673,7045
Bali,3,2020,18443,270.0619431,6829174,18443
Sumatra,2,2021,86304,297.6422755,28995881,86304
District of Columbia,1,2022,2537,359.4762444,705749,2537
Java,1,2022,851,147.0387502,578759,851
Aceh,3,2019,9359,190.8759306,4903185,9359
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
West Sumatra,2,2020,11868,176.2866003,6732219,11868
Jakarta,2,2018,59081,275.0801912,21477737,59081
Central Papua,1,2018,3357,160.0988922,2096829,3357
Maluku,2,2020,2740,193.5203182,1415872,2740
Jakarta,1,2020,52852,246.0780668,21477737,52852
Lampung,3,2019,2000,148.7860546,1344212,2000
East Nusa Tenggara,4,2021,20995,236.3718858,8882190,20995
East Nusa Tenggara,1,2020,15413,173.5270243,8882190,15413
South Sulawesi,1,2022,8568,278.1677292,3080156,8568
Banten,1,2022,14821,203.6210502,7278717,14821
Lampung,4,2019,1696,126.1705743,1344212,1696
East Kalimantan,2,2021,9750,218.2344142,4467673,9750
Bali,4,2018,835,114.1419872,731545,835
North Maluku,3,2018,4154,139.5763451,2976149,4154
Bengkulu,1,2021,6993,231.7247906,3017804,6993
Bangka Belitung,4,2021,17419,288.1230895,6045680,17419
North Maluku,4,2018,4028,135.3426861,2976149,4028
North Maluku,4,2021,5522,185.5417857,2976149,5522
Central Sumatra,4,2020,10077,238.9195912,4217737,10077
Central Papua,4,2020,4450,212.225222,2096829,4450
Puerto Rico,2,2020,1587,49.69167365,3193694,1587
Aceh,1,2019,7506,153.0841688,4903185,7506
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
South Sulawesi,2,2020,9484,307.9064827,3080156,9484
South Sulawesi,4,2019,6848,222.3264017,3080156,6848
Riau Islands,2,2019,17336,173.5881469,9986857,17336
South East Java,1,2019,19143,163.7679548,11689100,19143
Maluku,3,2019,16154,212.1369269,7614893,16154
Riau,4,2019,31706,162.9830138,19453561,31706
West Kalimantan,3,2020,3657,204.0569217,1792147,3657
West Kalimantan,3,2019,1947,182.1706659,1068778,1947
Central Java,2,2018,20591,160.8421941,12801989,20591
Bengkulu,1,2022,4738,157.0015813,3017804,4738
West Sulawesi,4,2019,17465,166.5223124,10488084,17465
Bali,2,2020,1247,170.4611473,731545,1247
District of Columbia,3,2019,2336,330.995864,705749,2336
Central Papua,4,2020,4450,212.225222,2096829,4450
Banten,4,2018,12272,168.6011422,7278717,12272
Bali,1,2018,12037,176.2585051,6829174,12037
West Kalimantan,3,2021,3665,204.5033136,1792147,3665
South Kalimantan,4,2021,14239,306.2944927,4648794,14239
East Nusa Tenggara,4,2020,24228,272.7705667,8882190,24228
Jakarta,4,2021,63266,294.5654843,21477737,63266
Papua,1,2020,10751,175.1710977,6137428,10751
West Papua,1,2020,914,103.3166452,884659,914
Papua,1,2022,11023,179.6029216,6137428,11023
Java,1,2022,851,147.0387502,578759,851
South Sulawesi,3,2021,11835,384.2337856,3080156,11835
Bali,2,2019,1234,168.6840864,731545,1234
Yogyakarta,4,2021,2986,306.6451419,973764,2986
North Kalimantan,1,2021,21023,305.0125622,6892503,21023
Jakarta,2,2020,66679,310.4563577,21477737,66679
Sumatra,4,2019,44301,152.7837695,28995881,44301
Sulawesi,1,2022,19714,230.96428,8535519,19714
North Sumatra,3,2020,3302,184.7722383,1787065,3302
South Sumatra,1,2021,42765,337.4810929,12671821,42765
Borneo,3,2019,970,155.4514583,623989,970
Bali,4,2018,835,114.1419872,731545,835
South West Java,1,2022,5864,148.1941616,3956971,5864
Riau,4,2020,51445,264.4502978,19453561,51445
Java,1,2021,1201,207.5129717,578759,1201
Riau,1,2020,33837,173.9373064,19453561,0
West Sulawesi,4,2021,22533,214.843817,10488084,22533
Central Java,1,2021,107438,271.9107958,39512223,107438
West Sumatra,2,2020,11868,176.2866003,6732219,11868
West Nusa Tenggara,1,2018,1930,141.9419274,1359711,1930
South Kalimantan,2,2018,7265,156.2770904,4648794,7265
Bali,4,2018,835,114.1419872,731545,835
Papua,2,2020,12842,209.2407438,6137428,12842
Maluku,1,2020,12332,161.945808,7614893,12332
Central Java,4,2019,57555,145.6637861,39512223,57555
West Sumatra,1,2019,8366,143.6856133,5822434,8366
Maluku,4,2020,18564,243.7854347,7614893,18564
Maluku,1,2019,1718,121.3386521,1415872,1718
Central Kalimantan,4,2018,2155,111.4035922,1934408,0
Riau,1,2018,29975,154.0848999,19453561,29975
Southeast Sulawesi,1,2021,1525,200.1149513,762062,1525
District of Columbia,2,2021,3035,430.039575,705749,0
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
East Nusa Tenggara,2,2019,16349,184.064966,8882190,16349
Lampung,4,2020,2510,186.7264985,1344212,2510
West Kalimantan,1,2018,2346,130.9044403,1792147,2346
Bengkulu,4,2018,4284,141.9575294,3017804,4284
Central Papua,1,2018,3357,160.0988922,2096829,3357
West Sumatra,2,2019,9564,164.2612007,5822434,9564
Java,1,2021,1201,207.5129717,578759,1201
West Java,1,2019,5560,155.9481747,3565287,5560
North Maluku,1,2021,7240,243.2673902,2976149,7240
Bali,3,2021,21977,321.8105147,6829174,21977
South East Java,3,2019,22016,188.3464082,11689100,22016
Aceh,2,2018,9435,192.4259435,4903185,9435
Bali,1,2019,882,120.5667457,731545,882
North Kalimantan,2,2019,10511,152.4990268,6892503,10511
Maluku,2,2021,20561,270.01036,7614893,20561
Lampung,1,2021,3520,261.8634561,1344212,3520
Central Java,1,2022,81300,205.7591141,39512223,81300
West Sumatra,3,2020,12587,186.9665856,6732219,12587
South Kalimantan,4,2018,6882,148.0383945,4648794,6882
Puerto Rico,3,2021,1925,60.27502948,3193694,1925
North Kalimantan,2,2019,10511,152.4990268,6892503,10511
West Kalimantan,1,2019,2677,149.3739074,1792147,2677
North Kalimantan,1,2018,9178,133.1591731,6892503,9178
North Sulawesi,4,2021,4153,131.6294092,3155070,4153
Bengkulu,2,2021,6472,214.4605813,3017804,6472
District of Columbia,4,2020,2740,388.2400117,705749,2740
Papua,3,2021,15207,247.7748008,6137428,15207
Central Java,1,2020,64095,162.2156263,39512223,64095
Banten,1,2021,21974,301.893864,7278717,21974
West Nusa Tenggara,1,2020,2312,170.0361327,1359711,2312
West Sumatra,4,2020,11480,197.1684007,5822434,11480
Puerto Rico,3,2021,1925,60.27502948,3193694,1925
North Sumatra,4,2019,2255,126.184554,1787065,2255
West Java,2,2021,8741,245.1696035,3565287,8741
South Sulawesi,2,2019,8452,274.4016861,3080156,8452
Central Java,1,2021,107438,271.9107958,39512223,107438
East Kalimantan,4,2018,6077,136.0215933,4467673,6077
East Kalimantan,3,2021,9049,202.5439194,4467673,9049
Java,1,2018,3954,123.3328696,3205958,3954
Riau Islands,1,2021,26451,264.858103,9986857,26451
Central Sulawesi,3,2019,4855,166.6487032,2913314,4855
Jakarta,3,2020,72298,336.6183318,21477737,72298
Riau Islands,1,2021,26451,264.858103,9986857,26451
West Sulawesi,3,2020,25738,245.4023061,10488084,25738
Southeast Sulawesi,2,2020,859,112.7204873,762062,859
South Kalimantan,3,2021,15421,331.7204419,4648794,15421
Central Sumatra,1,2020,7018,166.3925465,4217737,7018
Aceh,2,2021,17554,358.01219,4903185,17554
West Sumatra,1,2020,9582,142.3304857,6732219,9582
Bangka Belitung,2,2018,12039,199.133927,6045680,12039
Southeast Sulawesi,4,2019,673,88.3130244,762062,673
North Kalimantan,4,2021,13142,190.6709362,6892503,13142
Bangka Belitung,1,2021,25158,416.1318495,6045680,25158
Banten,2,2019,14589,200.4336753,7278717,14589
East Kalimantan,1,2018,6260,140.1176854,4467673,6260
Java,1,2022,5766,179.8526369,3205958,5766
Jakarta,4,2021,63266,294.5654843,21477737,63266
Bali,1,2020,1167,159.525388,731545,1167
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
South East Java,3,2019,22016,188.3464082,11689100,22016
North Sulawesi,1,2018,3443,109.1259465,3155070,3443
North Sumatra,2,2018,2551,142.7480254,1787065,2551
West Nusa Tenggara,2,2021,3288,241.8160918,1359711,3288
West Papua,1,2019,914,103.3166452,884659,914
Bali,1,2022,13878,203.2163773,6829174,13878
Bali,3,2019,13530,198.1205926,6829174,13530
Central Sulawesi,2,2018,4481,153.8110894,2913314,4481
Sulawesi,2,2018,15092,176.8140871,8535519,15092
Papua,4,2020,14355,233.8927642,6137428,14355
West Sumatra,1,2020,8552,146.8801536,5822434,8552
Yogyakarta,4,2019,2089,214.5283662,973764,2089
West Papua,2,2021,1351,152.7142097,884659,1351
Central Papua,1,2021,3933,371.2615435,1059361,3933
West Kalimantan,2,2020,1948,182.2642307,1068778,1948
Bali,1,2019,882,120.5667457,731545,882
Gorontalo,1,2020,8431,149.4955699,5639632,8431
Central Sulawesi,4,2018,4054,139.1542415,2913314,4054
West Kalimantan,3,2018,3076,171.6377061,1792147,0
West Sumatra,4,2019,8130,139.6323256,5822434,8130
Aceh,4,2018,7575,154.4914173,4903185,7575
Central Papua,1,2021,3933,371.2615435,1059361,3933
South West Java,3,2020,7074,178.773107,3956971,7074
Riau Islands,2,2019,17336,173.5881469,9986857,17336
Banten,3,2020,19028,261.419698,7278717,19028
East Kalimantan,4,2019,6056,135.55155,4467673,6056
West Sulawesi,4,2021,22533,214.843817,10488084,22533
South Sumatra,3,2021,36057,284.5447391,12671821,36057
East Java,3,2021,16392,284.6457973,5758736,16392
Central Papua,3,2018,1744,164.6275443,1059361,1744
Riau,3,2018,31798,163.4559349,19453561,31798
Riau,1,2022,40607,208.7381328,19453561,40607
North Kalimantan,3,2021,16804,243.8011271,6892503,16804
East Papua,1,2018,9183,178.3552165,5148714,9183
West Papua,4,2019,21002,197.8069443,10617423,21002
Lampung,3,2020,2382,177.204191,1344212,2382
Central Papua,2,2020,1994,188.2266763,1059361,1994
East Java,3,2018,10746,186.6034491,5758736,10746
Central Sulawesi,1,2022,4348,149.2458417,2913314,4348
Bali,2,2021,21974,321.7665855,6829174,21974
North Maluku,2,2018,4223,141.8947774,2976149,4223
Puerto Rico,2,2021,2442,76.46318026,3193694,2442
Banten,4,2021,15537,213.4579487,7278717,15537
Lampung,2,2019,2084,155.0350689,1344212,2084
South Kalimantan,3,2021,15421,331.7204419,4648794,15421
Borneo,4,2021,1081,173.2402334,623989,1081
West Sulawesi,2,2018,17703,168.7915543,10488084,17703
Banten,2,2020,17491,240.3033392,7278717,17491
West Papua,3,2019,25035,235.7916794,10617423,25035
West Java,1,2019,5560,155.9481747,3565287,5560
Papua,2,2019,12087,196.9391739,6137428,12087
West Sulawesi,1,2018,17541,167.2469442,10488084,17541
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
East Nusa Tenggara,2,2020,20720,233.2758025,8882190,20720
South Sumatra,1,2021,42765,337.4810929,12671821,42765
Sumatra,2,2020,63827,220.1243687,28995881,63827
Bali,3,2018,19639,287.575042,6829174,19639
South West Java,1,2022,5864,148.1941616,3956971,5864
Central Papua,3,2018,1744,164.6275443,1059361,1744
West Sumatra,4,2018,8837,131.2642978,6732219,8837
Java,4,2019,730,126.1319478,578759,730
South East Java,3,2018,20154,172.4170381,11689100,20154
Central Java,2,2018,68491,173.3412975,39512223,68491
Yogyakarta,1,2022,3010,309.1098048,973764,3010
Bengkulu,3,2020,7580,251.1760207,3017804,7580
South West Java,3,2020,7074,178.773107,3956971,7074
Riau Islands,4,2018,15163,151.8295496,9986857,15163
North Sulawesi,4,2018,3429,108.6822162,3155070,3429
North Sumatra,2,2020,2946,164.8513065,1787065,2946
Banten,2,2018,13798,189.5663755,7278717,13798
North Kalimantan,4,2019,9083,131.7808639,6892503,9083
Bengkulu,3,2019,4564,151.2357993,3017804,4564
South Sumatra,4,2019,19214,151.6277732,12671821,19214
Puerto Rico,1,2022,1741,54.51367601,3193694,1741
Puerto Rico,2,2020,1587,49.69167365,3193694,1587
South Sumatra,1,2021,42765,337.4810929,12671821,42765
Papua,4,2021,11671,190.1610903,6137428,11671
East Papua,3,2018,9601,186.4737486,5148714,9601
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
West Kalimantan,1,2018,2346,130.9044403,1792147,2346
West Papua,2,2018,841,95.06487811,884659,841
Lampung,1,2021,3520,261.8634561,1344212,3520
East Nusa Tenggara,1,2021,28992,326.4059877,8882190,28992
Banten,1,2020,12745,175.0995402,7278717,12745
North Maluku,2,2019,4519,151.840516,2976149,4519
West Papua,3,2020,33623,316.6775968,10617423,33623
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
Maluku,3,2018,1682,118.7960494,1415872,1682
North Sulawesi,2,2021,5185,164.3386676,3155070,5185
West Sulawesi,2,2020,23052,219.79229,10488084,23052
Lampung,2,2018,1559,115.9787295,1344212,1559
East Papua,4,2019,9198,178.6465514,5148714,9198
Banten,4,2018,12272,168.6011422,7278717,12272
Java,1,2018,3954,123.3328696,3205958,3954
Aceh,2,2020,10855,221.3867109,4903185,0
South Sulawesi,2,2019,8452,274.4016861,3080156,8452
Maluku,2,2021,20561,270.01036,7614893,20561
Banten,2,2019,14589,200.4336753,7278717,14589
Bangka Belitung,3,2020,19005,314.3566977,6045680,19005
District of Columbia,4,2018,2062,292.1718628,705749,2062
West Sumatra,1,2018,7761,133.2947699,5822434,7761
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
West Sumatra,4,2018,8837,131.2642978,6732219,8837
Bengkulu,3,2020,7580,251.1760207,3017804,7580
East Nusa Tenggara,1,2019,14368,161.7619078,8882190,14368
Gorontalo,1,2021,14000,248.2431478,5639632,14000
Central Papua,1,2018,1538,145.1818596,1059361,1538
Southeast Sulawesi,4,2021,882,115.7386144,762062,882
Central Papua,3,2019,1785,168.497802,1059361,1785
Central Kalimantan,1,2019,2237,115.6426152,1934408,2237
Papua,1,2020,10751,175.1710977,6137428,10751
Banten,3,2021,20775,285.4211807,7278717,20775
East Nusa Tenggara,3,2019,17556,197.653957,8882190,17556
Central Sulawesi,2,2019,4682,160.7104487,2913314,4682
West Papua,2,2019,955,107.9511993,884659,955
Central Papua,1,2022,1977,186.6219353,1059361,1977
Central Papua,1,2019,2860,136.3964348,2096829,2860
Aceh,1,2022,11115,226.6893866,4903185,11115
South Kalimantan,4,2018,6882,148.0383945,4648794,6882
Maluku,1,2022,2405,169.8599873,1415872,2405
Central Kalimantan,3,2019,2825,146.0395118,1934408,2825
Riau Islands,4,2021,18881,189.0584796,9986857,18881
Jakarta,2,2021,80027,372.6044322,21477737,80027
Central Kalimantan,2,2019,2764,142.8860923,1934408,2764
Aceh,3,2021,15075,307.4532166,4903185,15075
Maluku,2,2021,3140,221.7714596,1415872,3140
Puerto Rico,2,2020,1587,49.69167365,3193694,1587
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
Gorontalo,3,2021,11347,201.2010713,5639632,11347
Bali,1,2021,2665,364.29748,731545,2665
West Kalimantan,3,2021,3665,204.5033136,1792147,3665
West Papua,4,2021,32438,305.5166965,10617423,32438
Sulawesi,4,2019,14408,168.8005146,8535519,14408
Central Sumatra,3,2018,6996,165.8709398,4217737,6996
North Maluku,4,2020,5768,193.8075009,2976149,5768
East Java,3,2019,12836,222.8961355,5758736,12836
Central Java,2,2018,20591,160.8421941,12801989,20591
Lampung,2,2021,3089,229.8000613,1344212,3089
East Java,1,2018,10464,181.7065412,5758736,10464
Papua,1,2022,11023,179.6029216,6137428,11023
Central Papua,2,2020,4366,208.2191729,2096829,4366
West Sulawesi,2,2018,17703,168.7915543,10488084,17703
South Sumatra,3,2019,22699,179.1297399,12671821,22699
Central Papua,1,2020,1592,150.2792721,1059361,1592
Sulawesi,1,2022,19714,230.96428,8535519,19714
Bali,2,2019,13106,191.9119355,6829174,13106
Central Java,3,2021,103498,261.9391979,39512223,103498
West Papua,1,2020,23369,220.1004895,10617423,23369
Sulawesi,3,2021,24319,284.9153051,8535519,24319
Riau Islands,2,2021,23109,231.3941213,9986857,23109
East Java,4,2019,9837,170.8187352,5758736,9837
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
Jakarta,2,2018,59081,275.0801912,21477737,59081
Central Sulawesi,3,2018,4242,145.6073736,2913314,4242
Riau Islands,2,2019,17336,173.5881469,9986857,17336
South East Java,3,2018,20154,172.4170381,11689100,0
West Papua,4,2021,987,111.5684122,884659,987
North Kalimantan,1,2019,10069,146.0862621,6892503,10069
District of Columbia,3,2020,2804,397.3083915,705749,2804
Borneo,1,2022,1097,175.8043812,623989,1097
Bengkulu,1,2018,3867,128.1395346,3017804,3867
West Java,1,2022,7002,196.3937265,3565287,7002
Central Sumatra,3,2019,9330,221.2086719,4217737,9330
Central Kalimantan,2,2021,3401,175.8160636,1934408,3401
West Papua,4,2019,770,87.03918685,884659,770
East Java,1,2022,13566,235.5725284,5758736,13566
Banten,1,2018,13883,190.7341637,7278717,13883
Maluku,1,2020,2009,141.8913574,1415872,2009
Central Kalimantan,4,2020,3275,169.3024429,1934408,3275
Southeast Sulawesi,1,2022,863,113.245379,762062,863
Puerto Rico,2,2018,789,24.70493416,3193694,789
Bali,1,2020,1167,159.525388,731545,1167
Sumatra,2,2020,63827,220.1243687,28995881,63827
South West Java,4,2018,4681,118.2975564,3956971,4681
East Java,1,2021,19795,343.738626,5758736,19795
North Kalimantan,3,2019,10502,152.3684502,6892503,10502
North Kalimantan,4,2019,9083,131.7808639,6892503,9083
West Nusa Tenggara,1,2020,2312,170.0361327,1359711,2312
South Sulawesi,4,2018,6168,200.2495977,3080156,6168
Central Sulawesi,2,2019,4682,160.7104487,2913314,4682
Lampung,4,2020,2510,186.7264985,1344212,2510
Bali,2,2018,12486,182.8332387,6829174,12486
Java,4,2020,5880,183.4085163,3205958,5880
Java,3,2021,1067,184.359984,578759,1067
East Nusa Tenggara,1,2019,14368,161.7619078,8882190,14368
Java,1,2021,7807,243.5153548,3205958,7807
West Sulawesi,4,2019,17465,166.5223124,10488084,17465
South Kalimantan,1,2018,6810,146.4896057,4648794,6810
North Kalimantan,1,2020,10607,153.8918445,6892503,10607
Sumatra,1,2021,86722,299.0838595,28995881,86722
Bengkulu,3,2021,6208,205.7124982,3017804,6208
Bali,2,2018,12486,182.8332387,6829174,12486
Jakarta,4,2018,46559,216.7779594,21477737,46559
Southeast Sulawesi,3,2019,800,104.9783351,762062,800
Central Sulawesi,1,2018,4099,140.6988742,2913314,4099
Java,4,2019,730,126.1319478,578759,730
Maluku,4,2021,2436,172.0494508,1415872,2436
East Nusa Tenggara,3,2020,22338,251.4920307,8882190,22338
